"","candidate_webname","state_postal","cd","year","primary_type","dem_prez_vote","cand_party","inc","quality_cand","win_primary","primary_pct","win_general","general_pct","biography_text","housegov_bio","FECCandID","BIOGUIDE_id"
"1634","Gabriel Vasquez","NM",2,2022,"Closed Primary",51.9,"Democrat",0,1,1,76.1159015977682,1,50.3370996455134,"Gabe is a first-generation American who grew up in the borderlands and saw his mother work hard every day to support his family. She showed him the value of hard work and the struggle that it takes to achieve the American Dream. As the first in his family to be born in the United States, hes made the most of his opportunity and has worked hard to make a positive difference in his community and in the lives of others.

Growing up, Gabe lived on both sides of the border and spent much of his time in his Grandfathers TV repair shop in the Chavea Neighborhood of Ciudad Juarez. He saw firsthand the important cross-border connections and relationships that support families and businesses in New Mexico. He knows that if were going to build a stronger economy in New Mexicos 2nd district, we need people in Congress who will put partisan politics aside to deliver for New Mexican families. 



For more than 10 years, Gabe has dedicated himself to public service.

In 2013, after helping build one of Las Cruces most successful startup companies, he joined Senator Heinrichs staff and worked across southern New Mexico to solve problems for New Mexico businesses, communities, and families. He was also instrumental in the designation of the Organ Mountains Desert Peaks National Monument, protecting it from harmful development and safeguarding it for future generations.  In 2017, he was elected to the Las Cruces City Council with over 70 percent of the vote. In this role, Gabe delivered millions of dollars in investment to create and improve parks, updated the districts infrastructure, promoted policy that created thousands of jobs, and helped craft a comprehensive development plan that focused on lifting families out of poverty. In prior years, Gabe has served as the executive director of the Las Cruces Hispano Chamber of Commerce, worked in public lands conservation, and as a policy advocate promoting child welfare and family wellbeing at the federal level.

But throughout his life, Gabe has also seen that the American Dream his family fought so hard for is slipping away from the grasp of most New Mexicans. An ever rising cost-of-living, lack of economic opportunities for southern New Mexico, a tax code that benefits CEOs and millionaires and punishes working families, lack of investment in rural and Native American communities, and politicians who put themselves and their Wall Street donors ahead of  the communities they are supposed to represent are robbing families of their potential. 

But in this work, he's also seen that the American dream his family fought so hard for is slipping away



Gabe is running for Congress to be a champion for working families and to build an economy that benefits everyone. Gabe will do this by creating high-quality, good-paying jobs, helping New Mexico families deal with the rising cost of living, ensuring all New Mexicans have access to affordable and high-quality health care, combating climate change, and conserving public lands and natural resources to capitalize on the districts growing outdoor recreation economy. Gabe believes that the work doesnt stop until all New Mexicans have meaningful opportunities to raise happy, healthy families and pass on their traditions to future generations. Gabe is committed to fighting for you in Congress.","0","H2NM02191","V000136"
"1635","Sarah Gad","IL",1,2020,"Open Primary",73.9,"Democrat",0,0,0,10.3879170654869,NA,NA,"Sarah Gad is a Democratic candidate for United States Representative in Illinois 1st Congressional District.

Sarah Gad was born in 1987 to first generation immigrant parents who moved to the United States in pursuit of the American dream. Like all immigrants who come to this country, whether through Ellis Island or at our southern border today, her parents wanted to provide a better, more stable life for their family. From an early age, Sarahs parents instilled in her the values of hard work, education, and giving back.

During college, Sarah worked on groundbreaking HIV research at the Institute of Molecular Virology. She also spent time volunteering in HIV orphanages and community clinics in Sub-Saharan Africa and doing disaster relief work for the American Red Cross. In 2009, Sarah graduated from college with honors and a degree in Microbiology and a minor in African-American Studies. Sarahs hard work and dedication to her studies earned her a full scholarship to medical school.

But, Sarah's dream of becoming a doctor was cut short during her third-year of medical school when she was injured in a near-fatal car accident. She emerged from the accident with multiple broken bones, including a compound fracture of her right ankle that required multiple surgeries to repair. She was prescribed opioids for the pain, but the addictive potential of these medications wasnt discussed. Sarah learned the hard way that she had a genetic predisposition to the powerful disease of addiction.

In less than two years, Sarah's opioid addiction took her from the medical school classroom to a cell in one of the worst jails in the countrythe Cook County Jail in Chicago. Despite being a nonviolent offender, she was placed in maximum security due to overcrowding. While in custody, she was sexually assaulted, beaten, stabbed, and denied medical care for her injuriesall of which took place with the knowledge and complicity of correctional officers.

After jail, the punishment wasnt over. The stigma of having been incarcerated made it exceedingly difficult to re-integrate back into society in a meaningful way. That question she'd seen on countless applications in the past, though never paid any attention tohave you been convicted of a crimebecame a barrier to housing, employment, and even respecteverything necessary for any citizen to lead a normal, stable, and productive life.

Drowning in debt from hospital bills and student loansalong with hundreds of dollars in restitution that she was ordered to pay so that she wouldnt end up re-incarceratedSarah took the only job that was offered to her: an overnight clerk at a convenient store that paid minimum wage. But, $8.25/hour was barely enough to keep a roof over her head, pay for basic utilities, or restitutionmuch less, seek medical care for her injuries, counseling for her addiction and the trauma she sustained in jail, or repay her student loans.

In 2015, Sarah got a second chance when she met a celebrated civil rights and wrongful convictions attorney, Kathleen Zellner. Ms. Zellner took a risk and gave Sarah a job in her law firma risk that proved life-changing for Sarah. Sarah thrived in her new position, and her role as a temporary research assistant evolved into a full-time position as the firms Forensics Director where she was tasked with performing scientific testing for civil rights and wrongful conviction cases.

Now that she had some stability in her life, Sarah was able to turn her energy and attention towards causes that were important to her. She began volunteering with the Chicago Community Bond fund, a campaign to end money bail, and started a coat drive called Jacket Change which provides winter coats for homeless people in Chicago. Jacket Change has since collected nearly 3,000 coats for Chicagos homeless community.

In 2017, Sarah joined the Class of 2020 at the prestigious University of Chicago Law School in Hyde Park. But, Sarah did not go to law school to learn how to practice lawrather, she went to learn how to change laws and how they are applied. She has spent the last several years heavily advocating for criminal justice and juvenile justice reform, the decriminalization of poverty and substance abuse, and basic human rights. She holds board positions on several law school organizations, such as the Criminal Law Society, Defenders, and the local ACLU chapter. Sarah also works at the Mandel Legal Aid Clinic, where she represents indigent youth offenders from Chicago's South Side under supervision of law school faculty.

In 2018, after losing several friends and former acquaintances to the drug overdoses, Sarah started an organization called Addiction 2 Action in order to raise awareness about the need for better opioid addiction treatment in jails and prisons. She has since been invited to speak at several medical schools and medical residency programs around the countryincluding the esteemed Johns Hopkins University and Pritzker School of Medicineabout the impact of the opioid crisis and the ways in which the medical and legal communities must join forces to overcome it.

Sarah's opioid epidemic outreach efforts made national headlines after she wrote a first-person essay for Marie Claire magazine detailing her journey from a medical school to an incarcerated opioid addict, to a law student fighting for criminal justice and drug law reform. In May of 2019, Sarah was the recipient of the University of Chicago Humanitarian Award for her community service work and contributions to the Chicago and Hyde Park communities.

Sarahs unique and unparalleled journey has prepared her to be Illinois next 1st District Democratic Congresswoman. Her transformation from a disenfranchised former prisoner to a law student fighting for justice on behalf of others goes to show that she is a fearless leader who does not back down in the face of adversity or oppression. As Congresswoman, Sarah will continue to fight for equality, just and reform on behalf of her district and the American people. She will use her voice to echo the voices of her constituents 100% of the time. She will pave the way for a strong and unified 1st District that is welcoming and forgiving, where everyone has a chanceand a second one, if they need it.","0","H0IL01186",NA
"1636","Matt Gaetz","FL",1,2018,"Closed Primary",28.20000076,"Republican",1,2,1,64.7970648477738,1,67.0586374182662,"
Matt Gaetz has been a lifelong advocate for Northwest Florida, having grown up in Okaloosa County. He currently represents Floridas 1st Congressional District in the U.S. House of Representatives. 
The son of Don and Vicky Gaetz, Matt grew up in Northwest Florida  graduating from Bluewater Elementary School, Ruckel Middle School and Niceville High School. After earning his Bachelors degree at Florida State University, Matt went on to graduate from the William & Mary Law School.
In the courtroom, Matt was known as the tax killer for blocking a local pet tax. Matt has also received national recognition for his legal work to fight corruption and demand transparency in government. Many know Matt from his work in the courtroom in support of the Eglin AFB F-35 beddown.
In 2010, Matt was elected to the Florida House of Representatives, where he fought to uphold our Northwest Florida conservative values, even when it meant going against his own party do to what was best for his constituents. Matt led the effort to make Stand Your Ground even stronger, and sponsored and passed legislation creating a 50-year mandatory prison sentence for those who rape children, seniors, or the disabled. Matts Timely Justice Act streamlined frivolous death penalty appeals and tripled the rate of executions in the months after its passage.
At the same time Matt was enacting meaningful conservative reform in Florida State House, he was growing sick of the ineptitude of Washington and the poor choices of our federal government. Thats why Matt decided to run for Congress, joining then-candidate Donald Trumps call to Make America Great Again. Now, Matt fights alongside President Trump in Washington to protect the values that make this nation great. 
During his first term in Congress, Matt helped pass the landmark Tax Cuts and Jobs Act which provided a much-deserved tax cut to millions of American families and businesses. Matt is also leading the fight to expose corruption in the FBI, the Justice Department, and the Clinton Foundation, regularly appearing on cable news to bring accountability to our government and defend the Trump administration. 
Matt Gaetz understands the values important to our Northwest Florida Community, and hes committed to fighting for us. 
Matt resides in Fort Walton Beach and is a member of the First Baptist Church of Fort Walton Beach. Matt is a Lifetime Member of the National Rifle Association.","0","H6FL01119","G000578"
"1637","Matt Gaetz","FL",1,2020,"Closed Primary",32.4,"Republican",1,2,1,80.9284980613878,1,64.6093368782521,"Matt Gaetz has been a lifelong advocate for Northwest Florida, having grown up in Okaloosa County. He currently represents Floridas 1st Congressional District in the U.S. House of Representatives.

The son of Don and Vicky Gaetz, Matt grew up in Northwest Florida  graduating from Bluewater Elementary School, Ruckel Middle School and Niceville High School. After earning his Bachelors degree at Florida State University, Matt went on to graduate from the William & Mary Law School.

In the courtroom, Matt was known as the tax killer for blocking a local pet tax. Matt has also received national recognition for his legal work to fight corruption and demand transparency in government. Many know Matt from his work in the courtroom in support of the Eglin AFB F-35 beddown.

In 2010, Matt was elected to the Florida House of Representatives, where he fought to uphold our Northwest Florida conservative values, even when it meant going against his own party do to what was best for his constituents. Matt led the effort to make Stand Your Ground even stronger, and sponsored and passed legislation creating a 50-year mandatory prison sentence for those who rape children, seniors, or the disabled. Matts Timely Justice Act streamlined frivolous death penalty appeals and tripled the rate of executions in the months after its passage.

At the same time Matt was enacting meaningful conservative reform in Florida State House, he was growing sick of the ineptitude of Washington and the poor choices of our federal government. Thats why Matt decided to run for Congress, joining then-candidate Donald Trumps call to Make America Great Again. Now, Matt fights alongside President Trump in Washington to protect the values that make this nation great.

During his first term in Congress, Matt helped pass the landmark Tax Cuts and Jobs Act which provided a much-deserved tax cut to millions of American families and businesses. Matt is also leading the fight to expose corruption in the FBI, the Justice Department, and the Clinton Foundation, regularly appearing on cable news to bring accountability to our government and defend the Trump administration.

Matt has been a tireless defender of President Trump and his vision for the United States. He has earned nicknames such as the Trumpiest Congressman in Trumps Washington by GQ magazine and the Trumpiest Congressman by Rollin Stone, which he considers badges of honor.

Matt has authored key pieces of legislation on foreign policy, veterans health care, immigration, climate change, and more during his nearly four years in office. In 2019, Matt introduced the Green Real Deal, a plan to address climate change by harnessing the power of free markets, embracing technological innovation and entrepreneurship, and cutting excessive governmental red tape. In 2020, he introduced the PANDEMIC Act, which mandates the deportation of all illegal aliens held in the United States when a national emergency related to a communicable disease is declared, and in 2020 he authored the Ainsworth Act, which allows centenarian military veterans to qualify for full pension benefits from the Department of Veterans Affairs regardless of their net worth.

Matt Gaetz understands the values important to our Northwest Florida Community, and hes committed to fighting for us.

Matt resides in Fort Walton Beach and is a member of the First Baptist Church of Fort Walton Beach. He has one son, Nestor, and Matt has described raising him as the most rewarding thing Ive done in my life.","0","H6FL01119","G000578"
"1638","Gail Huff Brown","NH",1,2022,"Partially-Closed",52.2,"Republican",0,0,0,17.3410173290111,NA,NA,"Gail Huff Brown is a conservative working mother, journalist, and a military spouse. Most recently she served alongside her husband, Scott Brown as President Donald Trumps Ambassador to New Zealand and Samoa. While in New Zealand, Gail was elected to serve as President of the Diplomatic Spouses Association.
With over 30 years experience as a General Assignment reporter and Special Correspondent, Gail earned a reputation as a tough and trusted journalist. While raising her daughters, Ayla and Arianna, Gail reported the morning news, arriving on the scene at 3am for News Center 5.
A new grandmother with a lifelong career of service, Gail worries about the future of our nation under a Biden administration which is intent on eroding our freedoms at home and eroding our strength around the globe.","0","H2NH01288",NA
"1639","Kevin Gaither","IL",15,2018,"Open Primary",24.5,"Democrat",0,0,1,62.0672335234815,0,29.0714688116178,"When I moved back home to Central Illinois, I saw firsthand the economic woes, the fragmented nature of both the social and political conversation, and how desperate most people are for real change. Our politicians at every level of government just arent making a tangible difference for regular folks in Illinois.

My platform offers a new and realistic vision for the 15th District.

Ive always fought for the rights and for the benefit of others. From my efforts at Rose-Hulman Institute of Technology, Terre Haute, and throughout Indiana fighting for greater acceptance of diversity in the 90s, to my advocacy and prevention efforts with HIV and STDs in Indianapolis in the 2000s, Ive found fighting for others to be a source of great passion and drive in my life.

My ongoing conversations with people across this district have broadened my understanding of the systemic issues and concerns that we all share; I grew up in Sullivan, after all.

Party lines become meaningless for average workers, the working poor, and those that need government services to survive. They dont care about party loyalty.

They just need someone to serve their interests, not special interests. 

People struggle to find jobs. When they do find a job it may not even pay their ever increasing bills. Property taxes are way too high, and the burden falls too heavily on the working class and most small businesses. 

Mostly, constituents downstate havent had someone relate to them in any consistent, respectful way for decades. I want to change that and make a difference for them. There is a reawakening taking place, it needs only to be fostered, nurtured, and above all listened to and acted upon in Washington and Springfield.

The people of Central and Southern Illinois are eager for real change. They are also tired of receiving little for their hard work and not having enough to not only enjoy their lives but to give back to their families and communities. We all deserve a better economy and a real shot at the American Dream.

Im running to make a difference. Having sat on federally mandated advisory boards that advised state boards of health on how to manage healthcare funds, as well as having served as Vice Chair of a services and planning council, I gained a better understanding of how vital government services are to those who are most in need. It also exposed how easy it is for some in positions of authority to strip away access and services. Meanwhile, local and state governments and the federal government are starved of the capacity to deliver for the American people.

Government has to work for the people.

It has to do a better more efficient job. This has to change.

Not after elections or primaries are over, either.

Is there any chance real progress will happen before November 2018? 

Slim to none.

Ive also witnessed firsthand how vital Social Security and Medicare are and how the system fails too many of our most vulnerable citizens. We need to be expanding Social Security, not cutting it. The greatest generation and baby boomers deserve the best our country has to offer, not to starve on scraps. We need to increase the capacity of these agencies and services, not diminish them.

Having taught in both rural and inner city schools, I also have witnessed how important education and outreach is in both these areas. Currently, Im a self-employed tutor, partnering with teachers and other educators to make a difference for students. I can appreciate the burdens on parents, families, students, communities, and schools.

These experiences have taught me we need a movement to expand capacity in vital services across the board, renewing the trust and respect in our institutions and with one another. Having our representatives to Congress be so aloof and so distant as to not hold one town hall meeting is as disrespectful as it is out of touch. Thats why I listen to everyone. That is why Im running for Congress.

Its time for a change!

Donate Today!","0","H8IL15072",NA
"1640","Kevin Gaither","IL",15,2020,"Open Primary",25.9,"Democrat",0,0,0,22.3438731715862,NA,NA,"The time has come for us to demand better for ourselves because we deserve better.

As a Democratic candidate and nominee in 2018, I held multiple town halls, joined communities in 98 parades and met voters wherever they were throughout the 15th Congressional District and beyond.

It still astounds me that our grass roots campaign out-raised a two-decade incumbent Republican in 15th District contributions.

Instead of complaining about the mass exodus and jobs leaving our region, we should demand our representatives do something about it. That is only one of the reasons I decided to run in 2016.

I think bigger than the limited perspectives available to us from either party.  

Addressing the needs of our District requires working together.  

I am running to be your next Representative to work with you:

to focus on the people and policies for an economy that works for everyone
to provide an education that prepares our children for the jobs of today and tomorrow
to reform our healthcare system so that it is both affordable and accessible for all of our residents
to begin the fight to clean up our corrosive political system that is too often dictated by big money and big personalities instead of ground up solutions.  
This is far bigger than a single issue or candidate  its about making a difference in the lives of regular people.  We should be using our values and principles to make good policies that work for workers, for veterans, for women and children, for seniors and for anyone living with a chronic illnesses or disabilities.
We all have a role to play in creating a better tomorrow for our children and grandchildren. What we do and dont do lays the foundation upon which tomorrow is built.
That is why I am asking for your support and your help in becoming your representative in the 15th Congressional District of Illinois.

The 15th District is the largest district in the state, encompassing 30 counties. Thats a lot of territory to cover.

As a candidate, I need to visit every county and listen to as many voters across this amazing district. Your contributions will assist in getting the vote out, mailings, organizing, and so much more.

You can easily contribute at ActBlue. This site is secure, efficient, and set up for ease of access for both contributor and candidate.
If you find any difficulty in donating on that website, please give me a call or email me anytime, (217) 246-8281 and","0","H8IL15072",NA
"1641","Allison Galbraith","MD",1,2018,"Closed Primary",33.5,"Democrat",0,0,0,28.0713075744132,NA,NA,"
          
        
      


      
      
      

      
         Im running for Congress for all of us - the underrepresented, the voices that arent heard, the everyday people and working families that depend on federal programs. I will put our perspective and voice into Congress to make the people the priority, rather than personal profit or partisan politics.

  

  
      
      
        
          
            
              
          

          
          
            Allison with her son, Ben.
          
          

        
      
      
    

  


I am a native of Marylands First Congressional District, raised in historic Bel Air. Because of my professional experience, I know how the federal government works. I know where the problems are. Because of my educational experience, I know how to save the federal government money and make it run better. Because of my personal experience, I know what happens when it doesnt work for us. I will fight to make the government work better, for all of us.I am a small business owner specializing in federal contracting and acquisition streamlining. I have extensive experience working in the day-to-day operation of the federal government. Ive navigated the complex regulations and processes, developed new and tailored approaches for research and development programs, introduced process improvements, and helped programs to operate on reduced budgets and deliver products faster.Ive worked with many different federal programs and portfoliosinformation systems, military medical products, multi-billion dollar rapid development programs, and more. These efforts spanned all stages of development, from basic research through advanced development and sustainment. Ive served at multiple organizational levels, from the lowest of the unionized positions at the Aberdeen Test Center to the staff of one and two star General Officers and the Senior Executive Service. Ive worked in many areasChemical and Biological Defense, Intelligence and Electronic Warfare, Defense Health, Veterans Benefits, and more. Ive seen the challenges of running government programs first hand.

  

  
      
      
        
          
            
              
          

          
          
            Allison with Rep. Jamie Raskin
          
          

        
      
      
    

  


I help small businesses on the industry side as well, writing proposals to bid on state and federal contracts. My clients are primarily Service-Disabled Veteran-Owned Small Businesses bidding on Department of Defense, Veterans Affairs, and Health and Human Services contracts. I know how complicated and burdensome it is to write and manage proposals and grants, how this makes it difficult to do business with the government, and how this deters companies from bidding, increases costs, and hinders innovation.I am also a daughter of two college professors, and a graduate of a public high school and university. Im a working single mom. I was married to an Army Veteran for more than a decade. We are now amicably separated, living in the same school district, and working together to raise our son, Ben.I depend on the essential benefits of the Affordable Care Act to obtain the private health insurance that allows me to own my business. I know what it was like to not be able to afford private insurance, and why the high risk pool didnt work then and wont work now.I have fought to obtain special education services and relied on the Individuals with Disabilities Education Act to obtain an Individual Education Plan for my stepson. I know the frustration of having to hire an advocate to obtain services that are plainly required.I understand the struggles of our Service-members, our veterans, and their families. I have raised kids alone, while working full time, because my spouses military training as a helicopter mechanic wasnt recognized in commercial industry and he took work out of state because he couldnt find local work in his field. I was the breadwinner while he used the GI Bill to complete his Bachelors degree in Mechanical Engineering. I was there when he exhausted it, and we could not afford for him to complete his degree without taking on student debt.

  

  
      
      
        
          
            
              
          

          
          
            Allison with Senator Ben Cardin
          
          

        
      
      
    

  


Ive lived paycheck to paycheck, Ive faced job uncertainty, Ive been laid off. Ive experienced sexual assaultIve also sued, and won. Ive been treated differently in the office because Im a woman, and know many suffer much worse every day. Im a homeowner. I purchased my current home using an FHA-backed loan, and the previous one using a VA-backed loan.Ive watched loved ones become addicted to painkillers, and lost friends to the opioid epidemic. Ive been a part of caretaking decisions for my disabled mother, know how sickening it is to debate what is and is not covered by Medicare or insurance companies while making critical healthcare decisions, and participated in difficult end-of-life decisions.I know how government programs benefit us, how they could be made better, and how critical it is that the government work for us, not against us. I have the perspective of the people, the perspective that we need in Congress, and the skills to fight to make the government work for working families, rather than against us.WHAT SHAPED ALLISON'S PERSPECTIVEAllison struggled to obtain special education services and an Individual Education Plan (IEP) for her stepson when he was young. The process took almost an entire school year, required multiple meetings and hiring an advocate to finally obtain an IEP. Despite having services, her stepson still struggles in a traditional school setting. He would have had difficulty getting accepted into a competitive admissions program at a technical school, even though this educational setting would likely be the best fit for him.Allison attended a Montessori school, Catholic schools, and public schools throughout her K-12 education. She graduated from Bel Air High School, Harford Community College, and University of Maryland, College Park, where she received a Bachelors degree in Philosophy. Allison completed graduate coursework in Public Management, focusing on policy and federal acquisition, at UMDs School of Public Policy.Allison likes to understand the big picture and how systems work. She has completed professional certifications in FDA Regulatory Affairs, FDA current Good Manufacturing Processes, Program Management, Business Financial Management, Contracting, Information Technology, Life Cycle Logistics, Test & Evaluation, and more.Allison is one of four children raised by two college professors. Her father traveled to Chile with the Peace Corps. He taught English and Spanish at Harford Community College for 45 years. Her mother was a nurse turned educator who spent most of her professional career working to expand educational opportunities for working professionals and address the lack of diversity and critical shortages in the nursing and healthcare workforce. She worked to establish the Health Systems Management Program at University of Baltimore and the Nursing Program at Morgan State University.Allisons mother passed away in March 2017 after being in poor health for several years. Allison started her own business shortly after her mother became ill so she would have the flexibility to take her to doctor appointments. She understands the difficulties many face in caring for family members, and how complicated dealing with retirement benefits, Medicare, caretaker services, and end of life decisions can be.Allison returned to work full-time earlier than desired after having her son because she was unable to afford health insurance on the private market due to gender rate hikes and pre-existing conditions. Thanks to the ACAs essential benefits, Allison is now able to purchase affordable private insurance, allowing her to own a business.OTHER RANDOM FACTS ABOUT ALLISONAllison also likes to refinish old furniture and build furniture out of scrap wood.Allison can hold a coherent conversation about Formula One racing and sports cars. She likes rear wheel drive cars.Allison is an ordained minister, and will happily preside over your wedding if you'd like.In her spare time, Allison likes to take on home improvement projects. Shes gutted bathrooms and kitchens, replaced floors and light fixtures, etc. She isnt sure where she learned this, but recalls her mother refinishing cabinets, staining floors, and patching walls and ceilings when she was a child. Allisons attempts at plumbing end poorly.
        
        
      
        
","0","H8MD01177",NA
"1642","Allison Galbraith","MD",1,2020,"Closed Primary",39.1,"Democrat",0,0,0,37.1872819695006,NA,NA,"Im running for Congress for all of usthe underrepresented, the voices that arent heard, the everyday people and working families of Marylands First District. I will put our perspective and voice into Congress to make people the priority, rather than personal profit or partisan politics.
You can read about my policy platform here, but I think its important to talk a bit about who I am, to contextualize why I believe in what I believe in.

I am from Marylands First Congressional District, raised in historic Bel Air. My professional experience taught me how the federal government works, which means I know where the problems are. My educational experience taught me how to save the federal government money and make it run better. My personal experience has shown me what happens when the government doesnt work for us. The government must work better for all of us.

I am a small business owner specializing in federal contracting and acquisition streamlining, which has given me extensive experience working in the day-to-day operation of the federal government. Ive navigated the complex regulations and processes, developed new and tailored approaches for research and development programs, introduced process improvements, and helped programs operate on reduced budgets while delivering products faster.

Ive worked with many different federal programs and portfoliosinformation systems, military medical products, multi-billion dollar rapid development programs, and more. These efforts spanned all stages of development, from basic research to advanced development and sustainment. Ive served at multiple organizational levels, from the lowest of the unionized positions at the Aberdeen Test Center to the Senior Executive Service and the staff of one- and two-star General Officers. Ive worked across many sectorsChemical and Biological Defense, Intelligence and Electronic Warfare, Defense Health, Veterans Benefits, and more. Ive seen the challenges of running government programs first hand.
I also help small businesses on the industry side, writing proposals to bid on state and federal contracts. My clients are primarily Service-Disabled Veteran-Owned Small Businesses bidding on Department of Defense, Veterans Affairs, and Health and Human Services contracts. I know how complicated and burdensome it is to write and manage proposals and grants, how this makes it difficult to do business with the government, and how this deters companies from competing, increases costs, and hinders innovation.

I am also a daughter of two college professors, and a graduate of a public high school and university. Im a single working mom. I was married to an Army Veteran for more than a decade. We are now amicably separated, living in the same school district, and working together to raise our son, Ben.

I depend on the essential benefits of the Affordable Care Act to obtain the private health insurance that allows me to own my business. I know what it was like to not be able to afford private insurance, why the high risk pool didnt work then and wont work now, and why we must fight to protect accessibility to healthcare at all costs.

I have fought to obtain special education services and relied on the Individuals with Disabilities Education Act to obtain an Individual Education Plan for my stepson. I know the frustration of having to hire an advocate to obtain services that are plainly required.

I understand the struggles of our service members, our veterans, and their families. I have raised kids alone, while working full time, because my spouses military training as a helicopter mechanic wasnt recognized in the commercial industryso he had to take work out of state because he couldnt find local work in his field. I was the breadwinner while he used the GI Bill to complete his Bachelors degree in Mechanical Engineering. I was there when he exhausted it, and we could not afford for him to complete his degree without taking on student debt.
Ive lived paycheck to paycheck; Ive faced job uncertainty; Ive been laid off. Ive experienced sexual assaultIve also sued for it, and won. Ive been treated differently in the office because Im a woman, and know many suffer much worse every day. Im a homeowner. I purchased my current home using an FHA-backed loan, and my previous one using a VA-backed loan.

Ive watched loved ones become addicted to painkillers, and lost friends to the opioid epidemic. Ive been a part of care-taking decisions for my disabled mother, so I know how sickening it is to debate what is and is not covered by Medicare or insurance companies while making critical healthcare decisions, and participated in difficult end-of-life decisions.

I know how government programs can benefit us, how they so frequently dont, and how they could be made better. I have the perspective of the peoplethe perspective that we need in Congressand the skills to fight to make the government work for working families, rather than against us.
WHAT SHAPED ALLISON'S PERSPECTIVE
Allison is one of four children raised by two college professors. Her father traveled to Chile with the Peace Corps before teaching English and Spanish at Harford Community College for 45 years. Her mother was a nurse-turned-educator who spent most of her professional career working to expand educational opportunities for working professionals and address the lack of diversity and critical shortages in the nursing and healthcare workforce. She worked to establish the Health Systems Management Program at University of Baltimore and the Nursing Program at Morgan State University.

Allisons mother passed away in March 2017 after being in poor health for several years. Allison started her own business shortly after her mother became ill so she would have the flexibility to take her to doctor appointments. She understands the difficulties many face in caring for family members, and how complicated dealing with retirement benefits, Medicare, caretaker services, and end-of-life decisions can be. 

Allison returned to work full time earlier than desired after having her son because she was unable to afford health insurance on the private market due to gender rate hikes and pre-existing conditions. Thanks to the ACAs essential benefits, Allison is now able to purchase affordable private insurance, allowing her to own a business.

Allison struggled to obtain special education services and an Individual Education Plan (IEP) for her stepson when he was young. The process took almost an entire school year, required multiple meetings and hiring an advocate to finally obtain an IEP. Despite having services, her stepson still struggles in a traditional school setting. He would have had difficulty getting accepted into a competitive admissions program at a technical school, even though this educational setting would likely be the best fit for him. 

Allison attended a Montessori school, Catholic schools, and public schools throughout her K-12 education. She graduated from Bel Air High School, Harford Community College, and University of Maryland, College Park, where she received a Bachelors degree in Philosophy. Allison completed graduate coursework in Public Management, focusing on policy and federal acquisition, at UMDs School of Public Policy. 

Allison likes to understand the big picture and how systems work. She has completed professional certifications in FDA Regulatory Affairs, FDA Good Manufacturing Processes, Program Management, Business Financial Management, Contracting, Information Technology, Life Cycle Logistics, Test & Evaluation, and more. 

OTHER RANDOM FACTS ABOUT ALLISON
In her spare time, Allison likes to take on home improvement projects. Shes gutted bathrooms and kitchens, replaced floors and light fixtures, etc. She isnt sure where she learned this, but recalls her mother refinishing cabinets, staining floors, and patching walls and ceilings when she was a child. Allisons attempts at plumbing end poorly.  

Allison also likes to refinish old furniture and build furniture out of scrap wood.   

Allison can hold a coherent conversation about Formula One racing and sports cars. She likes rear wheel drive cars.  

Allison is an ordained minister, and will happily preside over your wedding if you'd like.","0","H8MD01177",NA
"1643","J. Michael Galbraith","OH",5,2018,"Open Primary",34.59999847,"Democrat",0,0,1,73.2065032023345,0,35.1371744288953,"Michael Galbraith
I grew up in a lively household in Maumee, Ohio. Despite all of us scurrying around in different directions, my mother managed to squeeze in a job as a real estate agent. My father owned and ran a construction business in addition to serving as a State Representative in the Ohio Legislature.
During the summers, I set up a small enterprise mowing neighbors lawns and working with my grandfather on his strawberry farm. After graduating high school in Maumee, I went to Bucknell University in Lewisburg, Pennsylvania where I received my Bachelor of Arts degree in Economics. Soon after graduation my work took me to Europe, where I met my wife, Ditte.
Since returning in 2003, I earned my Master of Business Administration Degree from Bowling Green State University, started my own small investment management business, and taught finance and management at BGSU. I am a member of the Rotary Club of Toledo and serve on its Water Services Committee.

","0","H8OH05150",NA
